action_date,action_date_fiscal_year,award_description,award_id,award_piid_ref,award_type,award_type_code,awarding_agency_code,awarding_agency_name,awarding_office_code,awarding_office_name,awarding_sub_agency_code,awarding_sub_agency_name,contract_award_unique_key,dollars_obligated,last_modified_date,naics_code,number_of_actions,parent_award_agency_id,parent_award_agency_name,plop_city,plop_congressional_district,plop_country_code,plop_country_name,plop_county,plop_state,plop_state_code,plop_zip,pop_end_date,pop_potential_end_date,pop_start_date,recipient_city,recipient_duns,recipient_name,recipient_zip_code,year,plop_zip_5,recipient_zip_code_5
2021-04-30 00:00:00,2021,VISN 04 ACCREDITATION READINESS REVIEWS,36C24419D0088,36C24421N0575,DELIVERY ORDER,C,36,DEPARTMENT OF VETERANS AFFAIRS (VA),36C244,244-NETWORK CONTRACT OFFICE 4 (36C244),3600,"VETERANS AFFAIRS, DEPARTMENT OF",CONT_AWD_36C24421N0575_3600_36C24419D0088_3600,89550.0,2021-04-30 13:27:00,541611,1.0,3600,"VETERANS AFFAIRS, DEPARTMENT OF",PITTSBURGH,18.0,USA,UNITED STATES,ALLEGHENY,PENNSYLVANIA,PA,152401000,2022-05-23 00:00:00,2022-05-23 00:00:00,2021-05-24 00:00:00,WILMINGTON,614369754,CRITICAL MANAGEMENT SOLUTIONS,198062005.0,2021,15240,19806
2021-05-13 00:00:00,2021,PROGRAM SUPPORT,GS10F0298W,47QFHA18F0004,DELIVERY ORDER,C,47,GENERAL SERVICES ADMINISTRATION (GSA),47QFHA,GSA GAS AAS REGION 6,4732,FEDERAL ACQUISITION SERVICE,CONT_AWD_47QFHA18F0004_4732_GS10F0298W_4730,-8693.94,2021-05-13 12:22:13,541611,1.0,4730,FEDERAL ACQUISITION SERVICE,KANSAS CITY,5.0,USA,UNITED STATES,JACKSON,MISSOURI,MO,641082622,2022-04-05 00:00:00,2023-04-05 00:00:00,2018-04-06 00:00:00,HUNTSVILLE,555569693,CANVAS MANAGEMENT ASSOCIATES INC,358014887.0,2021,64108,35801
2021-05-07 00:00:00,2021,SUPPORT SERVICES,1331L520A13500013,1331L521F13500265,BPA CALL,A,13,DEPARTMENT OF COMMERCE (DOC),1331L5,DEPT OF COMMERCE ESO,1301,OFFICE OF THE SECRETARY,CONT_AWD_1331L521F13500265_1301_1331L520A13500013_1301,254862.4,2021-05-07 12:21:48,541611,1.0,1301,OFFICE OF THE SECRETARY,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,202300003,2022-05-16 00:00:00,2024-11-16 00:00:00,2021-05-07 00:00:00,INDIANAPOLIS,114144632,THOMAS & REED LLC,462043281.0,2021,20230,46204
2021-05-07 00:00:00,2021,"BOTTLE FILLING WATER FOUNTAINS PROJECT - USCH AND ANNEX (TN0000AA)- NASHVILLE, TN",47PE0119A0001,47PE0121F0109,BPA CALL,A,47,GENERAL SERVICES ADMINISTRATION (GSA),47PE01,PBS R4 TENNESSEE/KENTUCKY CONTRACTS,4740,PUBLIC BUILDINGS SERVICE,CONT_AWD_47PE0121F0109_4740_47PE0119A0001_4740,24173.36,2021-05-07 10:22:55,541611,1.0,4740,PUBLIC BUILDINGS SERVICE,NASHVILLE,5.0,USA,UNITED STATES,DAVIDSON,TENNESSEE,TN,372031255,2021-09-06 00:00:00,2021-09-06 00:00:00,2021-05-07 00:00:00,LINCOLN,187931717,INSPECTION EXPERTS INC,685081361.0,2021,37203,68508
2021-05-17 00:00:00,2021,TRAIL BOTANICAL SURVEYS,1204N019A0010,1240BD21F0056,BPA CALL,A,12,DEPARTMENT OF AGRICULTURE (USDA),1240BD,"USDA-FS, CSA NORTHWEST 2",12C2,FOREST SERVICE,CONT_AWD_1240BD21F0056_12C2_1204N019A0010_12C2,37138.69,2021-05-17 10:58:20,541620,1.0,12C2,FOREST SERVICE,COLVILLE,5.0,USA,UNITED STATES,STEVENS,WASHINGTON,WA,991145164,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-05-17 00:00:00,EUGENE,828447735,STONE ECOSURVEYS LLC,974059216.0,2021,99114,97405
2021-06-24 00:00:00,2021,"EPA REGION 10 IS SEEKING CONTRACTOR ASSISTANCE WITH THE DEVELOPMENT OF A BIOLOGICAL EVALUATION, A MIXING ANALYSES FOR MULTIPLE DISCHARGES, A 301(H) TENTATIVE DECISION DOCUMENT, AND A NPDES PERMIT FOR ONE PUBLICLY OWNED TREATMENT WORKS OPERATING UNDER",68HERC20D0010,68HERC21F0114,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERC,CINCINNATI ACQUISITION DIV (CAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HERC21F0114_6800_68HERC20D0010_6800,87206.0,2021-06-24 11:14:16,541620,1.0,6800,ENVIRONMENTAL PROTECTION AGENCY,TRAVERSE CITY,1.0,USA,UNITED STATES,GRAND TRAVERSE,MICHIGAN,MI,496863458,2022-06-23 00:00:00,2022-06-23 00:00:00,2021-02-17 00:00:00,TRAVERSE CITY,800884181,GREAT LAKES ENVIRONMENTAL CENTER INC,496863458.0,2021,49686,49686
2021-05-19 00:00:00,2021,OFM CALL 16-BIM POLICY & STD TRAINING BY PROCON CONSULTING LLC,47PA0117A0003,47PA0119F0047,BPA CALL,A,47,GENERAL SERVICES ADMINISTRATION (GSA),47PA01,PBS CENTRAL OFFICE,4740,PUBLIC BUILDINGS SERVICE,CONT_AWD_47PA0119F0047_4740_47PA0117A0003_4740,-14265.53,2021-05-19 18:29:32,541611,1.0,4740,PUBLIC BUILDINGS SERVICE,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,204050001,2021-03-26 00:00:00,2021-03-26 00:00:00,2019-09-27 00:00:00,ARLINGTON,14454222,PROCON CONSULTING LLC,222011428.0,2021,20405,22201
2021-06-10 00:00:00,2021,"PROVIDE COACHING, FACILITATION, MEDIATION AND COLLABORATIVE CONFLICT MANAGEMENT SERVICES FOR THE OFFICE OF COLLABORATIVE ACTION & DISPUTE RESOLUTION (CADR)",140D0421D0002,140D0421F0409,DELIVERY ORDER,C,14,DEPARTMENT OF THE INTERIOR (DOI),140D04,IBC ACQ SVCS DIRECTORATE (00004),1406,DEPARTMENTAL OFFICES,CONT_AWD_140D0421F0409_1406_140D0421D0002_1406,6175.0,2021-06-15 11:49:21,541612,1.0,1406,DEPARTMENTAL OFFICES,SUPERIOR,2.0,USA,UNITED STATES,BOULDER,COLORADO,CO,800274672,2023-06-09 00:00:00,2023-06-09 00:00:00,2021-06-10 00:00:00,SUPERIOR,79551948,COLLABORENT LLC,800276018.0,2021,80027,80027
2021-05-13 00:00:00,2021,"RESERVATION, EVENT COORDINATION, AND MOVING FURNITURE SUPPORT",75N93019P00482,75N93019P00482,PURCHASE ORDER,B,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75N930,NATIONAL INSTITUTES OF HEALTH NIAID,7529,NATIONAL INSTITUTES OF HEALTH,CONT_AWD_75N93019P00482_7529_-NONE-_-NONE-,1169458.64,2021-05-13 18:56:25,541611,1.0,7529,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),MCLEAN,11.0,USA,UNITED STATES,FAIRFAX,VIRGINIA,VA,221024943,2023-05-27 00:00:00,2023-05-27 00:00:00,2019-05-22 00:00:00,MCLEAN,125132048,NATIONAL CAPITOL CONTRACTING LLC,221024943.0,2021,22102,22102
2021-06-09 00:00:00,2021,PRIORITY #3  INSPECT AND SAMPLE VARIOUS AREA THROUGHOUT STATION FOR ASBESTOS  VENDOR DOES NOT THAT CREDIT CARD. PURCHASE ORDER MUST BE CREATED  REPLACES PR: 21202807AD511,70Z02820P7AD64400,70Z02820P7AD64400,PURCHASE ORDER,B,70,DEPARTMENT OF HOMELAND SECURITY (DHS),70Z028,BASE MIAMI(00028),7008,U.S. COAST GUARD,CONT_AWD_70Z02820P7AD64400_7008_-NONE-_-NONE-,-65.0,2021-06-09 14:31:44,541690,1.0,7008,DEPARTMENT OF HOMELAND SECURITY (DHS),SAVANNAH,1.0,USA,UNITED STATES,CHATHAM,GEORGIA,GA,314090001,2020-10-24 00:00:00,2020-10-24 00:00:00,2020-09-24 00:00:00,SAVANNAH,78383444,SAVAGE CONSULTANTS LLC,314066363.0,2021,31409,31406
2021-06-16 00:00:00,2021,DE-OBLIGATION OF REMAINING FUNDS IN OPTION YEAR ONE AND TRAVEL YEAR ONE  STRATEGIC HABITAT CONSERVATION TECHNICAL SUPPORT FOR SCIENCE APPLICATIONS IN REGION 5,INF17PX02154,INF17PX02154,PURCHASE ORDER,B,14,DEPARTMENT OF THE INTERIOR (DOI),140F05,FWS NORTHEAST REGIONAL OFFICE,1448,U.S. FISH AND WILDLIFE SERVICE,CONT_AWD_INF17PX02154_1448_-NONE-_-NONE-,-3000.0,2021-06-16 15:15:47,541690,1.0,1448,DEPARTMENT OF THE INTERIOR (DOI),HADLEY,2.0,USA,UNITED STATES,HAMPSHIRE,MASSACHUSETTS,MA,010359424,2021-09-19 00:00:00,2022-09-19 00:00:00,2017-09-20 00:00:00,WEARE,931094135,FULLER CONSULTING LLC,32814025.0,2021,01035,32814
2021-05-18 00:00:00,2021,"THE PURPOSE OF THIS ADMINISTRATIVE MODIFICATION IS TO: 1. DECREASE CONTRACT LINE ITEM NUMBER-00002 OBLIGATED AMOUNT FROM $25,406.39 BY $20,616.30 TO $4,790.09. 2. DECREASED TOTAL OBLIGATED FOR THE PURCHASE ORDER FROM $143,622.63 BY $20,616.30 TO $1",GS10F0068L,693C7319F000068,DELIVERY ORDER,C,69,DEPARTMENT OF TRANSPORTATION (DOT),693C73,693C73 EASTERN FED LANDS DIVISION,6925,FEDERAL HIGHWAY ADMINISTRATION,CONT_AWD_693C7319F000068_6925_GS10F0068L_4730,-20616.3,2021-05-20 11:36:47,541620,1.0,4730,FEDERAL ACQUISITION SERVICE,ASHBURN,10.0,USA,UNITED STATES,LOUDOUN,VIRGINIA,VA,201473876,2020-10-21 00:00:00,2020-11-30 00:00:00,2019-08-01 00:00:00,NEW ORLEANS,139241665,R CHRISTOPHER GOODWIN & ASSOCIATES INC,701212512.0,2021,20147,70121
2021-05-07 00:00:00,2021,"THIS MOD IS ISSUED TO DO THE FOLLOWING ACTIONS ON THE EXISTING LABOR HOUR PURCHASE ORDER:  1) EXERCISE CLIN 0003 FOR OPTION YEAR 2 FOR PROGRAM MANAGEMENT SUPPORT SERVICES/RAD-1 BUSINESS SUPPORT ANALYST. THE PERIOD OF PERFORMANCE IS MAY 14, 2021 TO",693JJ619P000011,693JJ619P000011,PURCHASE ORDER,B,69,DEPARTMENT OF TRANSPORTATION (DOT),693JJ6,693JJ6 FEDERAL RAILROAD ADMIN,6930,FEDERAL RAILROAD ADMINISTRATION,CONT_AWD_693JJ619P000011_6930_-NONE-_-NONE-,128812.8,2021-05-07 16:39:47,541611,1.0,6930,DEPARTMENT OF TRANSPORTATION (DOT),WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205900001,2022-05-13 00:00:00,2022-05-13 00:00:00,2019-05-08 00:00:00,WASHINGTON,80006462,TRUST CONSULTING SERVICES INC,200061811.0,2021,20590,20006
2021-06-09 00:00:00,2021,TEMP SVCS FOR CULTURAL INTERPRETER,33314821P00457783,33314821P00457783,PURCHASE ORDER,B,3300,SMITHSONIAN INSTITUTION (SI),333148,NATIONAL MUSEUM OF THE AMERICAN INDIAN,3300,SMITHSONIAN INSTITUTION,CONT_AWD_33314821P00457783_3300_-NONE-_-NONE-,25370.8,2021-06-09 12:30:23,541611,1.0,3300,SMITHSONIAN INSTITUTION (SI),WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205600007,2021-10-17 00:00:00,2021-10-17 00:00:00,2021-06-09 00:00:00,WASHINGTON,793586405,MIDTOWN PERSONNEL INC,200363927.0,2021,20560,20036
2021-06-10 00:00:00,2021,CHANGING LANDSCAPE TRAINING MATERIALS,1263PX20P0070,1263PX20P0070,PURCHASE ORDER,B,12,DEPARTMENT OF AGRICULTURE (USDA),1263PX,USDA FOREST SERVICE,12C2,FOREST SERVICE,CONT_AWD_1263PX20P0070_12C2_-NONE-_-NONE-,-0.4,2021-06-10 14:59:29,541611,1.0,12C2,DEPARTMENT OF AGRICULTURE (USDA),MORGANTOWN,1.0,USA,UNITED STATES,MONONGALIA,WEST VIRGINIA,WV,265051155,2021-04-01 00:00:00,2021-04-01 00:00:00,2020-07-13 00:00:00,KANSAS CITY,940825458,PATTI BANKS ASSOCIATES LLC,641062047.0,2021,26505,64106
2021-05-03 00:00:00,2021,"IAW FAR 4.804-4 AND THE RELEASE OF CLAIMS FROM THE VENDOR DATED 07-NOV-2019, BPA CALL MODIFICATION TO DE-OBLIGATE ALL UN-LIQUIDATED FUNDING IN THE AMOUNT OF $48,529.42 AND PHYSICALLY COMPLETE AND CLOSEOUT, FOR THE SERVICES A JUSTICE SECTOR ADVISOR IN PANAMA FOR THE INL SECTION AT THE US EMBASSY.",SINLEC14A0010,SINLEC16L0131,BPA CALL,A,19,DEPARTMENT OF STATE (DOS),191NLE,ACQUISITIONS - INL,1900,"STATE, DEPARTMENT OF",CONT_AWD_SINLEC16L0131_1900_SINLEC14A0010_1900,-48529.42,2021-05-03 19:12:02,541611,1.0,1900,"STATE, DEPARTMENT OF",PAN,PAN,PAN,PANAMA,PAN,PAN,PAN,PAN,2019-07-31 00:00:00,2021-07-31 00:00:00,2016-08-01 00:00:00,ASHBURN,102242844,IAN EVAN & ALEXANDER CORPORATION,201473394.0,2021,PAN,20147
2021-06-16 00:00:00,2021,"EXPERT MEDICAL CONSULTANTS, DISABILITY COMPLAINT INVESTIGATIONS FOR THE USDOJ OJP OFFICE FOR CIVIL RIGHTS - UNILATERAL MOD 4 - EXERCISE OY2 WITH FULL FUNDING",15PCRD19C00000001,15PCRD19C00000001,DEFINITIVE CONTRACT,D,15,DEPARTMENT OF JUSTICE (DOJ),15PCRD,OJP CIVIL RIGHTS,1550,OFFICE OF JUSTICE PROGRAMS,CONT_AWD_15PCRD19C00000001_1550_-NONE-_-NONE-,25050.0,2021-06-16 16:51:10,541611,1.0,1550,DEPARTMENT OF JUSTICE (DOJ),GEORGETOWN,0.0,USA,UNITED STATES,SUSSEX,DELAWARE,DE,199473661,2022-08-20 00:00:00,2024-08-20 00:00:00,2019-08-21 00:00:00,GEORGETOWN,117157526,WELCH JAMES C,199473661.0,2021,19947,19947
2021-06-22 00:00:00,2021,THE PURPOSE OF THIS BPA CALL ORDER IS PROCURE CONTRACTOR SUPPORT TO ASSIST IN PROCESS EEO CASE INVESTIGATION FOR CASE NO. HS-FEMA-00477-2021.,HSFE4016A0204,70FA4021F00000157,BPA CALL,A,70,DEPARTMENT OF HOMELAND SECURITY (DHS),70FA40,SUPPORT SERVICES SECTION(SS40),7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,CONT_AWD_70FA4021F00000157_7022_HSFE4016A0204_7022,4545.94,2021-06-22 12:59:32,541611,1.0,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,204720001,2022-06-21 00:00:00,2022-06-21 00:00:00,2021-06-22 00:00:00,COLUMBIA,115415338,HR ANEW INC,210463557.0,2021,20472,21046
2021-05-19 00:00:00,2021,"PROFESSIONAL, GENERAL, AND BUSINESS MANAGEMENT SUPPORT SERVICES FOR THE OFFICE OF SCIENCE",GS00F233CA,DEDT0010287,DELIVERY ORDER,C,89,DEPARTMENT OF ENERGY (DOE),892431,SC OAK RIDGE OFFICE,8900,"ENERGY, DEPARTMENT OF",CONT_AWD_DEDT0010287_8900_GS00F233CA_4732,-127493.14,2021-05-19 14:25:38,541611,1.0,4732,FEDERAL ACQUISITION SERVICE,GERMANTOWN,6.0,USA,UNITED STATES,MONTGOMERY,MARYLAND,MD,208741207,2021-03-29 00:00:00,2021-03-29 00:00:00,2015-09-30 00:00:00,HERNDON,609890819,RER SOLUTIONS INC,201705537.0,2021,20874,20170
2021-06-17 00:00:00,2021,"SCIENTIFIC, PROFFESIONAL AND ADMINISTRATIVE SUPPORT SERVICES",75D30118C01706,75D30118C01706,DEFINITIVE CONTRACT,D,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75D301,CDC OFFICE OF ACQUISITION SERVICES,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,CONT_AWD_75D30118C01706_7523_-NONE-_-NONE-,540.0,2021-06-17 16:35:58,541690,1.0,7523,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),ATLANTA,5.0,USA,UNITED STATES,DEKALB,GEORGIA,GA,303294018,2023-08-14 00:00:00,2023-08-14 00:00:00,2018-08-15 00:00:00,CATOOSA,966247327,CHEROKEE NATION ASSURANCE LLC,740153235.0,2021,30329,74015
2021-05-28 00:00:00,2021,"REQUESTING A NEW TASK ORDER ON THE DEPARTMENTAL ENTERPRISE-WIDE BPA FOR DOL ACQUISITION/ADMINISTRATIVE MANAGEMENT SUPPORT TOTAL AMOUNT OF TASK ORDER SHOULD BE $313,920 TO BE INCREMENTALLY FUNDED  CURRENTLY PROVIDING INCREMENTAL FUNDING IN THE AMOUN",1605DC20A0011,1605C320F00005,BPA CALL,A,1601,DEPARTMENT OF LABOR (DOL),1605C3,DOL - CAS DIVISION 3 PROCUREMENT,1605,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,CONT_AWD_1605C320F00005_1605_1605DC20A0011_1605,79680.0,2021-05-28 15:55:15,541611,1.0,1605,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,202100001,2022-05-31 00:00:00,2025-05-31 00:00:00,2020-06-01 00:00:00,STAFFORD,79395376,ACQUISITION PROFESSIONALS LLC,225544889.0,2021,20210,22554
2021-05-05 00:00:00,2021,ENHANCEMENT AND MAINTENANCE OF SACADA-2,31310021C0009,31310021C0009,DEFINITIVE CONTRACT,D,31,NUCLEAR REGULATORY COMMISSION (NRC),313100,NUCLEAR REGULATORY COMMISSION,3100,NUCLEAR REGULATORY COMMISSION,CONT_AWD_31310021C0009_3100_-NONE-_-NONE-,114143.0,2021-05-05 13:46:13,541690,1.0,3100,NUCLEAR REGULATORY COMMISSION (NRC),LOS ANGELES,37.0,USA,UNITED STATES,LOS ANGELES,CALIFORNIA,CA,900664414,2024-05-04 00:00:00,2026-05-04 00:00:00,2021-05-05 13:46:19,LOS ANGELES,11621095,CENTROID PIC INC,900664414.0,2021,90066,90066
2021-06-22 00:00:00,2021,ENVIRONMENTAL MANAGEMENT SUPPORT SERVICES FOR THE IR2 EMB TO INCLUDE ENVIRONMENTAL COMPLIANCE AUDITING AND OTHER ENVIRONMENTAL SERVICES FOR THE NATIONAL PARK SERVICE (NPS) INTERIOR REGION 2 SOUTH ATLANTIC - GULF (IR2) ENVIRONMENTAL MANAGEMENT BRANCH,140P5121P0055,140P5121P0055,PURCHASE ORDER,B,14,DEPARTMENT OF THE INTERIOR (DOI),140P51,SER EAST MABO(51000),1443,NATIONAL PARK SERVICE,CONT_AWD_140P5121P0055_1443_-NONE-_-NONE-,106508.0,2021-06-22 15:17:13,541620,1.0,1443,DEPARTMENT OF THE INTERIOR (DOI),ATLANTA,5.0,USA,UNITED STATES,FULTON,GEORGIA,GA,303031011,2023-01-01 00:00:00,2023-01-01 00:00:00,2021-07-01 00:00:00,MOSELEY,116995540,JAM SUSTAINABILITY SERVICES LLC,231202292.0,2021,30303,23120
2021-05-17 00:00:00,2021,"FIRE PROTECTION ASSESSMENT REPORT & RISK MANAGEMENT SURVEYS AT MULTIPLE REGION 5 LOCATIONS- $75,625.00.",47PF0021P0052,47PF0021P0052,PURCHASE ORDER,B,47,GENERAL SERVICES ADMINISTRATION (GSA),47PF00,PBS R5,4740,PUBLIC BUILDINGS SERVICE,CONT_AWD_47PF0021P0052_4740_-NONE-_-NONE-,75625.0,2021-05-17 17:02:22,541690,1.0,4740,GENERAL SERVICES ADMINISTRATION (GSA),CHICAGO,7.0,USA,UNITED STATES,COOK,ILLINOIS,IL,606051505,2021-09-14 00:00:00,2021-09-14 00:00:00,2021-05-17 00:00:00,JOHNS CREEK,12975695,FISHER ENGINEERING INC,300974427.0,2021,60605,30097
2021-06-01 00:00:00,2021,"47PD0320F0018, CMA OVERSIGHT & SUPPORT FOR VIRTUAL INSPECTION SERVICES MODIFICATION PS0004 EXTENDS THE BPA CALL BY TWELVE MONTHS TO MAY 31, 2022 TO PROVIDE SUPPORT OF STRUCTIONSITE FOR ALL ACTIVE PROJECTS CURRENTLY COVERED IN THE PILOT.",47PD0319A0011,47PD0320F0018,BPA CALL,A,47,GENERAL SERVICES ADMINISTRATION (GSA),47PD03,PBS R3,4740,PUBLIC BUILDINGS SERVICE,CONT_AWD_47PD0320F0018_4740_47PD0319A0011_4740,56976.93,2021-06-01 07:20:39,541611,1.0,4740,PUBLIC BUILDINGS SERVICE,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,204050001,2022-05-31 00:00:00,2022-05-31 00:00:00,2020-05-28 00:00:00,ARLINGTON,14454222,PROCON CONSULTING LLC,222011428.0,2021,20405,22201
2021-05-24 00:00:00,2021,"PROVIDE WORKING KNOWLEDGE  OF FEDERAL BUDGETARY FUNCTIONS, PROCUREMENT, ADMINISTRATIVE FUNCTIONS, PROJECT MANAGEMENT, AND MILESTONE TRACKING. THEY MUST ALSO BE ABLE TO WORK AUTONOMOUSLY AT A RAPID/EFFICIENT PACE, AND EXCEL AT CUSTOMER SERVICE. THE CO",75A50121C00056,75A50121C00056,DEFINITIVE CONTRACT,D,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75A501,BARDA - ASPR / DAAPPO / BARDA DCMA,7505,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,CONT_AWD_75A50121C00056_7505_-NONE-_-NONE-,3027987.0,2021-06-14 16:05:01,541611,1.0,7505,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),CUMMING,7.0,USA,UNITED STATES,FORSYTH,GEORGIA,GA,300411205,2023-05-23 00:00:00,2023-05-23 00:00:00,2021-05-24 00:00:00,JACKSONVILLE,18204949,ENGLISH-EL ENTERPRISES LLC,322023665.0,2021,30041,32202
2021-05-13 00:00:00,2021,LITIGATION HOLD RELEASE DESTRUCTION/TRANSFER CLEAN-UP PROJECT,50310219D0021,50310220F0185,DELIVERY ORDER,C,50,SECURITIES AND EXCHANGE COMMISSION (SEC),503102,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,CONT_AWD_50310220F0185_5000_50310219D0021_5000,446763.52,2021-06-22 16:28:28,541611,1.0,5000,SECURITIES AND EXCHANGE COMMISSION,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205490003,2022-09-30 00:00:00,2022-09-30 00:00:00,2020-10-01 00:00:00,SAN ANTONIO,79166480,CHENEGA HEALTHCARE SERVICES LLC,782491651.0,2021,20549,78249
2021-06-09 00:00:00,2021,"THE PURPOSE OF THIS MODIFICATION IS TO DEOBLIGATE FY17 EXCESS FUNDS IN THE AMOUNT OF $8,982.95 AND TO ADMINISTRATIVELY CLOSEOUT THIS CONTRACT IAW FAR 4.804 AND AGENCY PROCEDURES. ALL T",SBAHQ17A0012,SBA0011,BPA CALL,A,73,SMALL BUSINESS ADMINISTRATION (SBA),733510,OFC OF PERF MGMT AND CFO,7300,SMALL BUSINESS ADMINISTRATION,CONT_AWD_SBA0011_7300_SBAHQ17A0012_7300,-8982.95,2021-06-09 19:10:54,541611,1.0,7300,SMALL BUSINESS ADMINISTRATION,METAIRIE,1.0,USA,UNITED STATES,JEFFERSON,LOUISIANA,LA,700066675,2017-12-31 00:00:00,2017-12-31 00:00:00,2017-05-15 00:00:00,SAN ANTONIO,26814967,COLEY & ASSOCIATES INC,782325032.0,2021,70006,78232
2021-05-14 00:00:00,2021,STAFF SUPPORT SERVICES,DOCSS130116CQ0004,1331L519F13500091,DELIVERY ORDER,C,13,DEPARTMENT OF COMMERCE (DOC),1331L5,DEPT OF COMMERCE ESO,1301,OFFICE OF THE SECRETARY,CONT_AWD_1331L519F13500091_1301_DOCSS130116CQ0004_1301,99888.0,2021-05-14 15:28:20,541611,1.0,1301,OFFICE OF THE SECRETARY,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,202300003,2021-12-13 00:00:00,2023-06-30 00:00:00,2018-12-19 00:00:00,SAINT PETERSBURG,27168809,TRIDENT TECHNICAL SOLUTIONS LLC,337022453.0,2021,20230,33702
2021-05-13 00:00:00,2021,955 INVESTIGATION,1305M418ANAAA0004,1305M419FNAAJ0078,BPA CALL,A,13,DEPARTMENT OF COMMERCE (DOC),1305M4,DEPT OF COMMERCE NOAA,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,CONT_AWD_1305M419FNAAJ0078_1330_1305M418ANAAA0004_1330,15000.0,2021-05-13 14:04:58,541611,1.0,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,RESTON,11.0,USA,UNITED STATES,FAIRFAX,VIRGINIA,VA,201911101,2021-06-10 00:00:00,2022-06-10 00:00:00,2019-06-11 00:00:00,CENTREVILLE,111187295,GOLDEN KEY GROUP LLC,201212145.0,2021,20191,20121
2021-05-06 00:00:00,2021,CONTRACTING ARCH SITE EVALUATIONS. POC MICHAEL DUGAS 530-934-1166. AAP#568706,AG91S8B170014,127EAY21F0011,BPA CALL,A,12,DEPARTMENT OF AGRICULTURE (USDA),127EAY,"USDA-FS, CSA SOUTHWEST 1",12C2,FOREST SERVICE,CONT_AWD_127EAY21F0011_12C2_AG91S8B170014_12C2,680890.88,2021-05-06 11:35:18,541620,1.0,12C2,FOREST SERVICE,WILLOWS,3.0,USA,UNITED STATES,GLENN,CALIFORNIA,CA,959880002,2022-07-05 00:00:00,2022-07-05 00:00:00,2021-05-14 00:00:00,MESA,68969299,TRANSCON ENVIRONMENTAL INC,852103012.0,2021,95988,85210
2021-06-03 00:00:00,2021,APERTURE SCIENCE TECH I,140G0121D0010,140G0121F0292,DELIVERY ORDER,C,14,DEPARTMENT OF THE INTERIOR (DOI),140G01,OFC OF ACQUSITION  GRANTS-NATIONAL,1434,US GEOLOGICAL SURVEY,CONT_AWD_140G0121F0292_1434_140G0121D0010_1434,20080.0,2021-06-03 12:20:29,541690,1.0,1434,US GEOLOGICAL SURVEY,HERNDON,11.0,USA,UNITED STATES,FAIRFAX,VIRGINIA,VA,201920001,2022-05-31 00:00:00,2022-05-31 00:00:00,2021-06-07 00:00:00,HERNDON,80686536,APERTURE FEDERAL LLC,201715228.0,2021,20192,20171
