,action_date,action_date_fiscal_year,award_description,award_id,award_piid_ref,award_type,award_type_code,awarding_agency_code,awarding_agency_name,awarding_office_code,awarding_office_name,awarding_sub_agency_code,awarding_sub_agency_name,contract_award_unique_key,dollars_obligated,last_modified_date,naics_code,naics_description,number_of_actions,parent_award_agency_id,parent_award_agency_name,plop_city,plop_congressional_district,plop_country_code,plop_country_name,plop_county,plop_state,plop_state_code,plop_zip,pop_end_date,pop_potential_end_date,pop_start_date,recipient_city,recipient_duns,recipient_name,recipient_zip_code,year,plop_zip_5,recipient_zip_code_5
275089,2020-08-20 00:00:00,2020,AIR QUALITY MONITORING - BLACK ROCK PLAYA,INL17PA00128,140L3920F0067,BPA CALL,A,14,DEPARTMENT OF THE INTERIOR (DOI),140L39,NEVADA STATE OFFICE,1422,BUREAU OF LAND MANAGEMENT,CONT_AWD_140L3920F0067_1422_INL17PA00128_1422,46889.0,2020-08-20 20:07:23,541620,ENVIRONMENTAL CONSULTING SERVICES,1,1422,BUREAU OF LAND MANAGEMENT,WINNEMUCCA,2.0,USA,UNITED STATES,HUMBOLDT,NEVADA,NV,894452921,2020-11-01 00:00:00,2022-11-01 00:00:00,2020-08-20 00:00:00,FORT COLLINS,102550670,AIR RESOURCE SPECIALISTS INC,805254429,2020,89445,80525
275142,2019-12-05 00:00:00,2020,NEW TASK ORDER FOR SUPERFUND  ENFORCEMENT  SUPPORT SERVICES (SESS) EPA REGIONS 7-10 SITE NAME: OPALITE MINE.,EPS91601,68HE0720F0022,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE07,REGION 7 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0720F0022_6800_EPS91601_6800,18421.0,2019-12-05 17:29:19,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,SEATTLE,7.0,USA,UNITED STATES,KING,WASHINGTON,WA,981011549,2020-01-31 00:00:00,2020-01-31 00:00:00,2019-12-05 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2019,98101,80228
275770,2018-02-01 00:00:00,2018,"RCRA RECORDS MANAGEMENT - REGION 9 IGF::OT::IGF THE PURPOSE OF THIS MODIFICATION IS TO REALIGN OBLIGATIONS FROM OP3 TO OP4 IN THE AMOUNT OF $8,362.45 AND RESTORE CONTRACT VALUE INADVERTENTLY REDUCED AT MODIFICATION 020.",EPW13002,0018,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE0S,SF PROC OPS DIVISION (SRRPOD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_0018_6800_EPW13002_6800,50000.0,2018-02-08 14:01:05,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802281848,2018-06-30 00:00:00,2018-06-30 00:00:00,2018-02-01 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2018,80228,80228
276463,2019-07-31 00:00:00,2019,TECHNICAL QUALITY ASSURANCE (QA) AND STATISTICAL SUPPORT FOR THE OFFICE OF RESEARCH AND DEVELOPMENT (ORD)-STATISTICAL AND R SUPPORT FOR THE EPA R USER GROUP 2019-2020,EPC18007,68HERH19F0303,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERH,HEADQUARTERS ACQUISITION DIV (HQAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HERH19F0303_6800_EPC18007_6800,7000.0,2019-07-31 15:44:36,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802154748,2020-08-02 00:00:00,2020-08-02 00:00:00,2019-08-01 00:00:00,LAKEWOOD,623278447,NEPTUNE AND COMPANY INC,802154748,2019,80215,80215
277045,2019-11-26 00:00:00,2020,REPA 6 - ZONE 3 (REGION 10)-FMC ENFORCEMENT SUPPORT EASTERN MICHAUD FLATS SUPERFUND SITE. P00002: OP I,68HERH19D0018,68HE0719F0182,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE07,REGION 7 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0719F0182_6800_68HERH19D0018_6800,438063.0,2019-11-26 11:43:10,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,SEATTLE,7.0,USA,UNITED STATES,KING,WASHINGTON,WA,981013123,2020-11-29 00:00:00,2021-11-29 00:00:00,2019-09-20 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2019,98101,80228
277047,2018-03-30 00:00:00,2018,TECHNICAL ASSISTANCE FOR NEPA REVIEW AND RELATED CONSULTATIONS AND HEARING SUPPORT FOR THE MARSLAND EXPANSION OF THE CROW BUTTE PROJECT.,NRCHQ2514E0003,NRCHQ5017T0001,DELIVERY ORDER,C,31,NUCLEAR REGULATORY COMMISSION (NRC),313100,NUCLEAR REGULATORY COMMISSION,3100,NUCLEAR REGULATORY COMMISSION,CONT_AWD_NRCHQ5017T0001_3100_NRCHQ2514E0003_3100,22000.0,2018-03-30 09:21:38,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,1,3100,NUCLEAR REGULATORY COMMISSION,ARLINGTON,8.0,USA,UNITED STATES,ARLINGTON,VIRGINIA,VA,222014441,2020-07-09 00:00:00,2020-07-09 00:00:00,2018-03-30 08:21:19,VIENNA,71167910,S C & A INC,221822241,2018,22201,22182
277753,2020-07-21 00:00:00,2020,TRIBAL CONSULTATION CULTURAL RESOURCES&ENVIRONMENTAL SERVICES. MOD DE-OBLIGATES MINIMUM GUARANTEE.,W912PP19D0011,W912PP19F0020,DELIVERY ORDER,C,97,DEPARTMENT OF DEFENSE (DOD),W912PP,W075 ENDIST ALBUQUERQUE,2100,DEPT OF THE ARMY,CONT_AWD_W912PP19F0020_9700_W912PP19D0011_9700,-2500.0,2020-07-21 12:00:24,541620,ENVIRONMENTAL CONSULTING SERVICES,1,9700,DEPT OF DEFENSE,ALBUQUERQUE,1.0,USA,UNITED STATES,BERNALILLO,NEW MEXICO,NM,871092211,2023-12-06 00:00:00,2023-12-06 00:00:00,2018-12-07 00:00:00,TUCSON,148927247,STATISTICAL RESEARCH INC,857125124,2020,87109,85712
278720,2018-06-25 00:00:00,2018,"SEMI-ANNUAL REPORT SUBMITTALS FOR COMPLIANCE OF THE MONITORED NATURAL ATTENUATION IMPLEMENTATION FOR CLINTON SHERMAN INDUSTRIAL AIRPARK, BURNS FLAT, OKLAHOMA, DERP-FUDS PROJECT NO.  K06OK001400 - MODIFICATION TO EXERCISE OPTION 1 FOR AN ADDITIONAL YEAR OF SAMPLING EVENTS AND REPORT SUBMITTAL.",W912BV17D0011,W912BV17F0100,DELIVERY ORDER,C,97,DEPARTMENT OF DEFENSE (DOD),W912BV,W076 ENDIST TULSA,2100,DEPT OF THE ARMY,CONT_AWD_W912BV17F0100_9700_W912BV17D0011_9700,138890.19,2018-07-15 13:23:13,541620,ENVIRONMENTAL CONSULTING SERVICES,1,9700,DEPT OF DEFENSE,BURNS FLAT,3.0,USA,UNITED STATES,WASHITA,OKLAHOMA,OK,736240119,2019-06-30 00:00:00,2020-06-30 00:00:00,2018-07-01 00:00:00,MANY,54055734,ARTEMIS ADVANTAGE LLC,714497917,2018,73624,71449
279053,2020-03-24 00:00:00,2020,FUNDING ONLY MOD,68HERH19D0021,68HE0519F0038,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE05,REGION 5 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0519F0038_6800_68HERH19D0021_6800,75000.0,2020-03-24 16:08:41,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,CHICAGO,7.0,USA,UNITED STATES,COOK,ILLINOIS,IL,606060016,2023-12-05 00:00:00,2023-12-05 00:00:00,2019-07-29 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2020,60606,80228
280293,2020-08-24 00:00:00,2020,"PERFORMANCE WORK STATEMENT TASK ORDER 0053- TASK 2 EFFORT2020 CESER ISO 17025:2017 AUDIT SUPPORT, 1-DAY, 1-PERSON AUDIT TO INCLUDE TRAVEL.",EPC18007,68HERH20F0237,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERH,HEADQUARTERS ACQUISITION DIV (HQAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HERH20F0237_6800_EPC18007_6800,2359.0,2020-08-24 17:06:06,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802154748,2021-04-15 00:00:00,2021-04-15 00:00:00,2020-04-16 00:00:00,LAKEWOOD,623278447,NEPTUNE AND COMPANY INC,802154748,2020,80215,80215
280303,2020-09-17 00:00:00,2020,"RESOURCE CONSERVATION AND RECOVERY ACT (RCRA) ENFORCEMENT, PERMITTING AND ASSISTANCE (REPA) 6 ZONE 3 - EPA REGIONS: 2, 7, 9 AND 10",68HERH19D0018,68HE0920F0007,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE09,REGION 9 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0920F0007_6800_68HERH19D0018_6800,163683.0,2020-09-17 15:33:29,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,SAN FRANCISCO,12.0,USA,UNITED STATES,SAN FRANCISCO,CALIFORNIA,CA,941053920,2023-11-14 00:00:00,2023-11-14 00:00:00,2019-12-18 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2020,94105,80228
280731,2019-04-12 00:00:00,2019,IGF::CL::IGF  NHSRC QA CONTRACT SUPPORT,EPC13022,102,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE0C,CINCINNATI PROC OPS DIVISION (CPOD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_102_6800_EPC13022_6800,-5900.31,2019-04-12 16:17:10,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LOS ALAMOS,3.0,USA,UNITED STATES,LOS ALAMOS,NEW MEXICO,NM,875443000,2019-03-28 00:00:00,2020-04-11 00:00:00,2019-04-12 00:00:00,LOS ALAMOS,623278447,NEPTUNE AND COMPANY INC,875443000,2019,87544,87544
281235,2019-08-06 00:00:00,2019,STATISTICAL AND R SUPPORT FOR THE EPA R USER GROUP 2018-2019,EPC18007,68HE0C18F0835,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE0C,CINCINNATI PROC OPS DIVISION (CPOD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0C18F0835_6800_EPC18007_6800,-894.0,2019-08-07 08:15:48,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802154748,2019-07-25 00:00:00,2019-07-25 00:00:00,2019-08-06 00:00:00,LAKEWOOD,623278447,NEPTUNE AND COMPANY INC,802154748,2019,80215,80215
281433,2019-03-18 00:00:00,2019,AF TENCAP PROGRAM MANAGEMENT SUPPORT   PACIFIC INSTALLATION AND MISSION SUPPORT CENTER IMSC DETACHMENT    IGF::OT::IGF  THE PRINCIPLE NAICS SHOULD BE 541330 ENGINEERING SERVICES BUT THE  DATA FIELD WILL NOT ALLOW CHANGES.,GS02Q17DCR0003,47QFPA19F0010,DELIVERY ORDER,C,47,GENERAL SERVICES ADMINISTRATION (GSA),47QFPA,GSA FAS AAS REGION 9,4732,FEDERAL ACQUISITION SERVICE,CONT_AWD_47QFPA19F0010_4732_GS02Q17DCR0003_4732,115670.9,2019-03-18 15:06:02,541612,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",1,4732,FEDERAL ACQUISITION SERVICE,JBPHH,1.0,USA,UNITED STATES,HONOLULU,HAWAII,HI,968531801,2019-09-24 00:00:00,2021-09-24 00:00:00,2019-03-29 00:00:00,CATOOSA,79089292,CHEROKEE NATION MANAGEMENT & CONSULTING LLC,740153235,2019,96853,74015
281496,2018-09-04 00:00:00,2018,MOD P00003: CHANGE ORDER.,EPS91601,7004,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE07,REGION 7 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_7004_6800_EPS91601_6800,61880.0,2018-09-04 16:18:39,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LENEXA,3.0,USA,UNITED STATES,JOHNSON,KANSAS,KS,662191458,2018-12-31 00:00:00,2018-12-31 00:00:00,2018-09-04 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2018,66219,80228
281772,2020-07-10 00:00:00,2020,AIR FORCE INSTALLATION AND MISSION SUPPORT CENTER AIR FORCE CIVIL ENGINEER CENTER ENVIRONMENTAL AND BASE REALIGNMENT AND CLOSURE PUBLIC AFFAIRS SUPPORT,FA890318C0020,FA890318C0020,DEFINITIVE CONTRACT,D,97,DEPARTMENT OF DEFENSE (DOD),FA8903,FA8903  772 ESS PK,5700,DEPT OF THE AIR FORCE,CONT_AWD_FA890318C0020_9700_-NONE-_-NONE-,645815.8,2021-02-23 14:10:07,541620,ENVIRONMENTAL CONSULTING SERVICES,1,5700,DEPARTMENT OF DEFENSE (DOD),JBSA LACKLAND,20.0,USA,UNITED STATES,BEXAR,TEXAS,TX,782362000,2021-07-12 00:00:00,2021-07-12 00:00:00,2018-07-16 00:00:00,CATOOSA,79089292,CHEROKEE NATION MANAGEMENT & CONSULTING LLC,740153235,2020,78236,74015
282124,2018-06-26 00:00:00,2018,NR-ARD-ARS NETWORK OPERATIONS&OPTIONS,INP14PC00469,140P2118F0169,DELIVERY ORDER,C,14,DEPARTMENT OF THE INTERIOR (DOI),140P21,WASHINGTON CONTRACTING OFFICE,1443,NATIONAL PARK SERVICE,CONT_AWD_140P2118F0169_1443_INP14PC00469_1443,473805.0,2018-06-27 12:49:10,541620,ENVIRONMENTAL CONSULTING SERVICES,1,1443,NATIONAL PARK SERVICE,FORT COLLINS,2.0,USA,UNITED STATES,LARIMER,COLORADO,CO,805254375,2019-09-10 00:00:00,2019-09-10 00:00:00,2018-06-26 00:00:00,FORT COLLINS,102550670,AIR RESOURCE SPECIALISTS INC,805254429,2018,80525,80525
282229,2018-09-26 00:00:00,2018,"IGF::CL::IGF  ORD QA TRACK OPERATIONS, MAINTENANCE, AND ENHANCEMENTS",EPC18007,68HE0C18F0899,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE0C,CINCINNATI PROC OPS DIVISION (CPOD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0C18F0899_6800_EPC18007_6800,50000.0,2018-09-26 15:54:19,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802154748,2019-09-25 00:00:00,2019-09-25 00:00:00,2018-09-26 00:00:00,LAKEWOOD,623278447,NEPTUNE AND COMPANY INC,802154748,2018,80215,80215
282341,2019-05-07 00:00:00,2019,IGF::CL::IGF CLOSELY ASSOCIATED 2017 NATIONAL LAKE ASSESSMENT: LOGISTICS SUPPORT AND TRAINING:,EPC16008,0002,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE0C,CINCINNATI PROC OPS DIVISION (CPOD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_0002_6800_EPC16008_6800,-7.97,2019-05-07 16:04:59,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,TRAVERSE CITY,1.0,USA,UNITED STATES,GRAND TRAVERSE,MICHIGAN,MI,496863458,2018-06-19 00:00:00,2018-06-19 00:00:00,2019-05-07 00:00:00,TRAVERSE CITY,800884181,GREAT LAKES ENVIRONMENTAL CENTER INC,496863458,2019,49686,49686
282496,2019-06-04 00:00:00,2019,WY DEVELOP PRESUMED TO CONFORM LIST IGF::OT::IGF,INL12PA00047,INL13PB00228,BPA CALL,A,14,DEPARTMENT OF THE INTERIOR (DOI),140L62,BUREAU OF LAND MANAGEMENT,1422,BUREAU OF LAND MANAGEMENT,CONT_AWD_INL13PB00228_1422_INL12PA00047_1422,-0.01,2019-06-04 14:51:33,541620,ENVIRONMENTAL CONSULTING SERVICES,1,1422,BUREAU OF LAND MANAGEMENT,CHEYENNE,0.0,USA,UNITED STATES,LARAMIE,WYOMING,WY,820098220,2020-02-28 00:00:00,2020-02-28 00:00:00,2019-06-04 00:00:00,FORT COLLINS,102550670,AIR RESOURCE SPECIALISTS INC,805254429,2019,82009,80525
282575,2020-07-16 00:00:00,2020,EXPERT WITNESS SERVICES,1305M420PNAGC0070,1305M420PNAGC0070,PURCHASE ORDER,B,13,DEPARTMENT OF COMMERCE (DOC),1305M4,DEPT OF COMMERCE NOAA,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,CONT_AWD_1305M420PNAGC0070_1330_-NONE-_-NONE-,6800.0,2020-07-16 12:06:09,541620,ENVIRONMENTAL CONSULTING SERVICES,1,1330,DEPARTMENT OF COMMERCE (DOC),COLUMBIA,6.0,USA,UNITED STATES,RICHLAND,SOUTH CAROLINA,SC,292014177,2020-08-15 00:00:00,2020-08-15 00:00:00,2020-07-16 00:00:00,COLUMBIA,800953994,RESEARCH PLANNING INC,292013137,2020,29201,29201
283291,2019-10-23 00:00:00,2020,ST. SIMON SOUND RESPONSE SUPPORT SERVICES,DOCAB133C18BA0018,1305M319FNCNR0252,BPA CALL,A,13,DEPARTMENT OF COMMERCE (DOC),1305M3,DEPT OF COMMERCE NOAA,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,CONT_AWD_1305M319FNCNR0252_1330_DOCAB133C18BA0018_1330,136947.12,2021-01-22 17:58:43,541620,ENVIRONMENTAL CONSULTING SERVICES,1,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,BRUNSWICK,1.0,USA,UNITED STATES,GLYNN,GEORGIA,GA,315208668,2019-11-06 00:00:00,2019-11-06 00:00:00,2019-10-23 00:00:00,COLUMBIA,800953994,RESEARCH PLANNING INC,292013137,2019,31520,29201
283619,2020-07-23 00:00:00,2020,RESTORE ACT BEST AVAILABLE SCIENCE REVIEWS,TOS15D0007,2032H318F00102,DELIVERY ORDER,C,20,DEPARTMENT OF THE TREASURY (TREAS),2032H3,NATIONAL OFFICE - DO OTPS/TOPS,2001,DEPARTMENTAL OFFICES,CONT_AWD_2032H318F00102_2001_TOS15D0007_2001,-534979.52,2020-07-23 16:30:31,541620,ENVIRONMENTAL CONSULTING SERVICES,1,2001,DEPARTMENTAL OFFICES,COLUMBIA,6.0,USA,UNITED STATES,RICHLAND,SOUTH CAROLINA,SC,292013137,2019-09-28 00:00:00,2020-08-22 00:00:00,2018-09-29 00:00:00,COLUMBIA,800953994,RESEARCH PLANNING INC,292013137,2020,29201,29201
283951,2019-06-24 00:00:00,2019,HUMAN RESOURCE SERVICES,TFSAFIN17D0004,20341218F00058,DELIVERY ORDER,C,20,DEPARTMENT OF THE TREASURY (TREAS),203412,ARC DIV PROC SVCS - FINCEN,2036,BUREAU OF THE FISCAL SERVICE,CONT_AWD_20341218F00058_2036_TFSAFIN17D0004_2036,110899.2,2019-06-24 14:09:13,541612,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",1,2036,BUREAU OF THE FISCAL SERVICE,WASHINGTON,0.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,200363811,2020-07-02 00:00:00,2020-07-02 00:00:00,2019-07-03 00:00:00,CATOOSA,79089292,CHEROKEE NATION MANAGEMENT & CONSULTING LLC,740153235,2019,20036,74015
284172,2020-10-02 00:00:00,2021,TECHNICAL SUPPORT FOR NATIONAL AQUATIC RESOURCE SURVEYS: BIOLOGICAL ASSESSMENT OF GEORGIA PIEDMONT STREAM MITIGATION BANKS: FIELD SAMPLING AND SAMPLE PROCESSING (GA PIED MB),EPC16008,68HERC21F0001,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERC,CINCINNATI ACQUISITION DIV (CAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HERC21F0001_6800_EPC16008_6800,60264.11,2020-10-02 16:25:08,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,TRAVERSE CITY,1.0,USA,UNITED STATES,GRAND TRAVERSE,MICHIGAN,MI,496863458,2021-10-01 00:00:00,2021-10-01 00:00:00,2020-10-02 00:00:00,TRAVERSE CITY,800884181,GREAT LAKES ENVIRONMENTAL CENTER INC,496863458,2020,49686,49686
284247,2019-05-21 00:00:00,2019,TASK 7: AST REPAIR/MAINTENANCE,W9126G18C0116,W9126G18C0116,DEFINITIVE CONTRACT,D,97,DEPARTMENT OF DEFENSE (DOD),W9126G,US ARMY ENGINEER DISTRICT FT WORTH,2100,DEPT OF THE ARMY,CONT_AWD_W9126G18C0116_9700_-NONE-_-NONE-,16957.04,2020-10-03 09:58:29,541620,ENVIRONMENTAL CONSULTING SERVICES,1,2100,DEPARTMENT OF DEFENSE (DOD),FORT POLK,4.0,USA,UNITED STATES,VERNON,LOUISIANA,LA,714590001,2020-05-21 00:00:00,2021-09-29 00:00:00,2019-05-15 00:00:00,MANY,54055734,ARTEMIS ADVANTAGE LLC,714497917,2019,71459,71449
285152,2018-09-08 00:00:00,2018,GUARANTEED MINIMUM,W912BV18D0016,W912BV18F0124,DELIVERY ORDER,C,97,DEPARTMENT OF DEFENSE (DOD),W912BV,US ARMY ENGINEER DISTRICT TULSA,2100,DEPT OF THE ARMY,CONT_AWD_W912BV18F0124_9700_W912BV18D0016_9700,2500.0,2021-02-05 15:03:12,541620,ENVIRONMENTAL CONSULTING SERVICES,1,9700,DEPT OF DEFENSE,CATOOSA,1.0,USA,UNITED STATES,ROGERS,OKLAHOMA,OK,740153235,2021-09-06 00:00:00,2021-09-06 00:00:00,2018-09-07 00:00:00,CATOOSA,79089292,CHEROKEE NATION MANAGEMENT & CONSULTING LLC,740153235,2018,74015,74015
285256,2020-07-09 00:00:00,2020,NR-ARD-165 - RFP-OPTICAL AND SCENE MONITORING,INP14PC00469,140P2119F0095,DELIVERY ORDER,C,14,DEPARTMENT OF THE INTERIOR (DOI),140P21,WASHINGTON CONTRACTING OFFICE,1443,NATIONAL PARK SERVICE,CONT_AWD_140P2119F0095_1443_INP14PC00469_1443,74775.0,2020-07-09 14:31:53,541620,ENVIRONMENTAL CONSULTING SERVICES,1,1443,NATIONAL PARK SERVICE,FORT COLLINS,2.0,USA,UNITED STATES,LARIMER,COLORADO,CO,805254475,2020-09-10 00:00:00,2020-09-10 00:00:00,2019-07-24 00:00:00,FORT COLLINS,102550670,AIR RESOURCE SPECIALISTS INC,805254429,2020,80525,80525
285952,2020-09-15 00:00:00,2020,RESTORE ACT BEST AVAILABLE SCIENCE SME REVIEW SERVICES,2032H319D00002,2032H320F00102,DELIVERY ORDER,C,20,DEPARTMENT OF THE TREASURY (TREAS),2032H3,NATIONAL OFFICE - DO OTPS/TOPS,2001,DEPARTMENTAL OFFICES,CONT_AWD_2032H320F00102_2001_2032H319D00002_2001,697902.0,2020-09-29 08:42:41,541620,ENVIRONMENTAL CONSULTING SERVICES,1,2001,DEPARTMENTAL OFFICES,COLUMBIA,6.0,USA,UNITED STATES,RICHLAND,SOUTH CAROLINA,SC,292013137,2021-09-28 00:00:00,2021-09-28 00:00:00,2020-09-29 00:00:00,COLUMBIA,800953994,RESEARCH PLANNING INC,292013137,2020,29201,29201
285971,2018-07-18 00:00:00,2018,CRCP PEIS TECHNICAL SUPPORT,DOCAB133C18BA0018,1305M318FNCND0058,BPA CALL,A,13,DEPARTMENT OF COMMERCE (DOC),1305M3,DEPT OF COMMERCE NOAA,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,CONT_AWD_1305M318FNCND0058_1330_DOCAB133C18BA0018_1330,149500.0,2019-10-31 10:54:23,541620,ENVIRONMENTAL CONSULTING SERVICES,1,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,COLUMBIA,6.0,USA,UNITED STATES,RICHLAND,SOUTH CAROLINA,SC,292010345,2019-07-17 00:00:00,2019-07-17 00:00:00,2018-07-18 00:00:00,COLUMBIA,800953994,RESEARCH PLANNING INC,292013137,2018,29201,29201
286249,2020-10-15 00:00:00,2021,TECHNICAL SUPPORT FOR DEVELOPING AND APPROVING WATER QUALITY STANDARDS AND CRITERIA,EPC16017,EPC16017,DEFINITIVE CONTRACT,D,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERC,CINCINNATI ACQUISITION DIV (CAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_EPC16017_6800_-NONE-_-NONE-,109710.17,2020-10-15 11:51:45,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY (EPA),SANDWICH,9.0,USA,UNITED STATES,BARNSTABLE,MASSACHUSETTS,MA,025635301,2021-07-31 00:00:00,2021-07-31 00:00:00,2017-04-01 00:00:00,SANDWICH,618387484,HORSLEY WITTEN GROUP INC,025635301,2020,02563,02563
286360,2020-08-18 00:00:00,2020,"ORD QA TRACK OPERATIONS, MAINTENANCE AND ENHANCEMENTS.  AWARD TYPE: TIME AND MATERIAL.",EPC18007,68HERH20F0206,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERH,HEADQUARTERS ACQUISITION DIV (HQAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HERH20F0206_6800_EPC18007_6800,74910.65,2020-08-18 11:53:42,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802154748,2021-03-18 00:00:00,2021-03-18 00:00:00,2020-03-19 00:00:00,LAKEWOOD,623278447,NEPTUNE AND COMPANY INC,802154748,2020,80215,80215
